chapter_id,verse_id,sanskrit,english,hindi,index,foot,sanskrit_iast,sanskrit_slp1,sanskrit_hk
4,8,साधूनाम्,of the good,साधुओं (भक्तों)-की,1,1,sādhūnām,sAdhUnAm,sAdhUnAm
4,8,विनाशाय,for the destruction,विनाश करनेके लिये,5,2,vināśāya,vinAzAya,vinAzAya
4,8,च,and,और,3,2,ca,ca,ca
4,8,दुष्कृताम्,of the wicked,पापकर्म  करनेवालोंका,4,2,duṣkṛtām,duSkRtAm,duSkRtAm
4,8,धर्मसंस्थापनार्थाय,for the establishment of righteousness,धर्मकी   भलीभाँति  स्थापना करनेके  लिये (मैं),6,3,dharmasaṃsthāpanārthāya,dharmasaMsthApanArthAya,dharmasaMsthApanArthAya
4,8,संभवामि,(I) am born,प्रकट हुआ  करता हूँ।,8,3,saṃbhavāmi,saMbhavAmi,saMbhavAmi
4,8,युगे युगे,in every age,युग-युगमें,7,4,yuge yuge,yuge yuge,yuge yuge
4,9,जन्म,birth,जन्म,19,1,janma,janma,janma
4,9,कर्म,action,कर्म,4,1,karma,karma,karma
4,9,च,and,और,1,1,ca,ca,ca
4,9,मे,My,मेरे,3,1,me,me,me
4,9,दिव्यम्,divine,दिव्य हैं।,2,1,divyam,divyam,divyam
4,9,एवम्,thus,इस प्रकार (मेरे  जन्म और कर्मको),5,2,evam,evam,evam
4,9,यः,who,जो मनुष्य,6,2,yaḥ,yaH,yaH
4,9,वेत्ति,knows,"जान लेता है अर्थात्  दृढ़तापूर्वक मान  लेता है,",7,2,vetti,vetti,vetti
4,9,तत्त्वतः,in true light,तत्त्वसे,9,2,tattvataḥ,tattvataH,tattvataH
4,9,त्यक्त्वा,having abandoned,त्याग करके,8,3,tyaktvā,tyaktvA,tyaktvA
4,9,देहम्,the body,शरीरका,18,3,deham,deham,deham
4,9,पुनः,again,फिर से (पुनः),11,3,punaḥ,punaH,punaH
4,9,जन्म,birth,जन्मको,10,3,janma,janma,janma
4,9,न,not,नहीं,12,4,na,na,na
4,9,एति,gets,"प्राप्त होता, (प्रत्युत)",13,4,eti,eti,eti
4,9,माम्,to Me,मुझे,14,4,mām,mAm,mAm
4,9,एति,comes,प्राप्त होता है।,15,4,eti,eti,eti
4,9,सः,he,वह,16,4,saḥ,saH,saH
4,9,अर्जुन,O Arjuna,हे अर्जुन!,17,4,arjuna,arjuna,arjuna
4,10,वीतरागभयक्रोधाः,"freed from attachment,  fear and anger","राग, भय  और क्रोधसे  सर्वथा रहित,",1,1,vītarāgabhayakrodhāḥ,vItarAgabhayakrodhAH,vItarAgabhayakrodhAH
4,10,मन्मयाः,absorbed in Me,"मुझमें तल्लीन,",2,2,manmayāḥ,manmayAH,manmayAH
4,10,माम्,Me,मेरे (ही),3,2,mām,mAm,mAm
4,10,उपाश्रिताः,taking refuge in,आश्रित (तथा),4,2,upāśritāḥ,upAzritAH,upAzritAH
4,10,बहवः,many,बहुत-से (भक्त),6,3,bahavaḥ,bahavaH,bahavaH
4,10,ज्ञानतपसा,by the fire of knowledge,ज्ञानरूप तपसे,7,3,jñānatapasā,jJAnatapasA,jJAnatapasA
4,10,पूताः,purified,पवित्र हुए,5,4,pūtāḥ,pUtAH,pUtAH
4,10,मद्भावम्,My Being,मेरे स्वरूपको,8,4,madbhāvam,madbhAvam,madbhAvam
4,10,आगताः,have attained,प्राप्त हो चुके हैं।,9,4,āgatāḥ,AgatAH,AgatAH
4,11,ये,who,जो भक्त,14,1,ye,ye,ye
4,11,यथा,in whatever way,जिस प्रकार,1,1,yathā,yathA,yathA
4,11,माम्,Me,मेरी,2,1,mām,mAm,mAm
4,11,प्रपद्यन्ते,approach,"शरण लेते हैं,",3,1,prapadyante,prapadyante,prapadyante
4,11,तान्,them,उन को,4,2,tān,tAn,tAn
4,11,तथा,so,उसी,9,2,tathā,tathA,tathA
4,11,एव,even,प्रकार,6,2,eva,eva,eva
4,11,भजामि,reward,आश्रय देता हूँ; (क्योंकि),7,2,bhajāmi,bhajAmi,bhajAmi
4,11,अहम्,I,मैं,5,2,aham,aham,aham
4,11,मम,My,मेरे,8,3,mama,mama,mama
4,11,वर्त्म,path,मार्गका,13,3,vartma,vartma,vartma
4,11,अनुवर्तन्ते,follow,अनुसरण करते हैं।,15,3,anuvartante,anuvartante,anuvartante
4,11,मनुष्याः,men,सभी मनुष्य,10,4,manuṣyāḥ,manuSyAH,manuSyAH
4,11,पार्थ,O Partha,हे पृथानन्दन!,11,4,pārtha,pArtha,pArtha
4,11,सर्वशः,in all ways,सब प्रकारसे,12,4,sarvaśaḥ,sarvazaH,sarvazaH
4,12,काङ्क्षन्तः,those who long for,चाहनेवाले  (मनुष्य),2,1,kāṅkṣantaḥ,kAGkSantaH,kAGkSantaH
4,12,कर्मणाम्,of actions,कर्मोंकी,3,1,karmaṇām,karmaNAm,karmaNAm
4,12,सिद्धिम्,success,सिद्धि (फल),1,1,siddhim,siddhim,siddhim
4,12,यजन्ते,sacrifice,उपासना किया करते हैं;,6,2,yajante,yajante,yajante
4,12,इह,in this world,इस,4,2,iha,iha,iha
4,12,देवताः,gods,देवताओंकी,8,2,devatāḥ,devatAH,devatAH
4,12,क्षिप्रम्,ickly,जल्दी,5,3,kṣipram,kSipram,kSipram
4,12,हि,because,क्योंकि,9,3,hi,hi,hi
4,12,मानुषे,in the human,मनुष्य,10,3,mānuṣe,mAnuSe,mAnuSe
4,12,लोके,(in the) world,लोक में,13,3,loke,loke,loke
4,12,सिद्धिः,success,NA,11,4,siddhiḥ,siddhiH,siddhiH
4,12,भवति,is attained,मिल जाती है।,7,4,bhavati,bhavati,bhavati
4,12,कर्मजा,born of action,कर्मोंसे उत्पन्न होनेवाली,12,4,karmajā,karmajA,karmajA
4,13,चातुर्वर्ण्यम्,the fourfold caste,चारों वर्णोंकी,2,1,cāturvarṇyam,cAturvarNyam,cAturvarNyam
4,13,मया,be Me,मेरे द्वारा,4,1,mayā,mayA,mayA
4,13,सृष्टम्,has been created,रचना की गयी है।,1,1,sṛṣṭam,sRSTam,sRSTam
4,13,गुणकर्मविभागशः,according to the differentiation of Guna and Karma,गुणों और  कर्मोंके विभाग-पूर्वक,3,2,guṇakarmavibhāgaśaḥ,guNakarmavibhAgazaH,guNakarmavibhAgazaH
4,13,तस्य,thereof,उस (सृष्टि-रचना आदि)-का,5,3,tasya,tasya,tasya
4,13,कर्तारम्,the author,कर्ता होनेपर,6,3,kartāram,kartAram,kartAram
4,13,अपि,also,भी,7,3,api,api,api
4,13,माम्,Me,मुझ,8,3,mām,mAm,mAm
4,13,विद्धि,know,जान! (कारण कि),11,4,viddhi,viddhi,viddhi
4,13,अकर्तारम्,nondoer,अकर्ता,10,4,akartāram,akartAram,akartAram
4,13,अव्ययम्,immutable,अविनाशी परमेश्वरको (तू),9,4,avyayam,avyayam,avyayam
4,14,न,not,"नहीं है, (इसलिये)",7,1,na,na,na
4,14,माम्,Me,मुझे,6,1,mām,mAm,mAm
4,14,कर्माणि,actions,कर्म,8,1,karmāṇi,karmANi,karmANi
4,14,लिम्पन्ति,taint,लिप्त करते।,1,1,limpanti,limpanti,limpanti
4,14,न,not,नहीं,2,2,na,na,na
4,14,मे,to Me,मेरी,3,2,me,me,me
4,14,कर्मफले,in the fruit of actions,कर्मोंके फलमें,5,2,karmaphale,karmaphale,karmaphale
4,14,स्पृहा,desire,स्पृहा,4,2,spṛhā,spRhA,spRhA
4,14,इति,thus,इस प्रकार,9,3,iti,iti,iti
4,14,माम्,Me,मुझे,11,3,mām,mAm,mAm
4,14,यः,who,जो,10,3,yaḥ,yaH,yaH
4,14,अभिजानाति,knows,"तत्त्वसे जान लेता है,",12,3,abhijānāti,abhijAnAti,abhijAnAti
4,14,कर्मभिः,by actions,कर्मोंसे,15,4,karmabhiḥ,karmabhiH,karmabhiH
4,14,न,not,नहीं,13,4,na,na,na
4,14,सः,he,वह (भी),14,4,saḥ,saH,saH
4,14,बध्यते,is bound,बँधता।,16,4,badhyate,badhyate,badhyate
4,15,एवं,thus,इस प्रकार,5,1,evaṃ,evaM,evaM
4,15,ज्ञात्वा,having known,जानकर,7,1,jñātvā,jJAtvA,jJAtvA
4,15,कृतम्,(was) done,"किये हैं,",6,1,kṛtam,kRtam,kRtam
4,15,कर्म,action,कर्म,1,1,karma,karma,karma
4,15,पूर्वैः,by ancients,पूर्वकालके,2,2,pūrvaiḥ,pUrvaiH,pUrvaiH
4,15,अपि,also,भी,4,2,api,api,api
4,15,मुमुक्षुभिः,seekers after freedom,मुमुक्षुओंने,3,2,mumukṣubhiḥ,mumukSubhiH,mumukSubhiH
4,15,कुरु,perform,कर।,11,3,kuru,kuru,kuru
4,15,कर्म,action,कर्मोंको,12,3,karma,karma,karma
4,15,एव,even,ही (उन्हींकी तरह),13,3,eva,eva,eva
4,15,तस्मात्,therefore,इसलिये,14,3,tasmāt,tasmAt,tasmAt
4,15,त्वम्,thou,तू (भी),15,3,tvam,tvam,tvam
4,15,पूर्वैः,by ancients,पूर्वजोंके द्वारा,9,4,pūrvaiḥ,pUrvaiH,pUrvaiH
4,15,पूर्वतरम्,", in the olden time",सदासे,10,4,pūrvataram,pUrvataram,pUrvataram
4,15,कृतम्,done,किये जानेवाले,8,4,kṛtam,kRtam,kRtam
4,16,किम्,what,क्या है (और),2,1,kim,kim,kim
4,16,कर्म,action,कर्म,1,1,karma,karma,karma
4,16,किम्,what,क्या है—,4,1,kim,kim,kim
4,16,अकर्म,inaction,अकर्म,3,1,akarma,akarma,akarma
4,16,इति,thus,इस प्रकार,5,1,iti,iti,iti
4,16,कवयः,wise,विद्वान्,8,2,kavayaḥ,kavayaH,kavayaH
4,16,अपि,also,भी,6,2,api,api,api
4,16,अत्र,in this,इस विषयमें,7,2,atra,atra,atra
4,16,मोहिताः,(are) deluded,मोहित हो जाते हैं। (अत:),9,2,mohitāḥ,mohitAH,mohitAH
4,16,तत्,that,वह,10,3,tat,tat,tat
4,16,ते,to thee,तुझे,12,3,te,te,te
4,16,कर्म,action,कर्म-तत्त्व (मैं),11,3,karma,karma,karma
4,16,प्रवक्ष्यामि,(I) shall teach,"भलीभाँति कहूँगा ,",13,3,pravakṣyāmi,pravakSyAmi,pravakSyAmi
4,16,यत्,which,जिसको,14,4,yat,yat,yat
4,16,ज्ञात्वा,having known,जानकर (तू),15,4,jñātvā,jJAtvA,jJAtvA
4,16,मोक्ष्यसे,(thou) shalt be liberated,मुक्त हो जायगा।,17,4,mokṣyase,mokSyase,mokSyase
4,16,अशुभात्,from evil,अशुभ (संसार-बन्धन)-से,16,4,aśubhāt,azubhAt,azubhAt
4,17,कर्मणः,of action,कर्मोंका (तत्त्व),1,1,karmaṇaḥ,karmaNaH,karmaNaH
4,17,हि,for,क्योंकि,3,1,hi,hi,hi
4,17,अपि,also,भी,4,1,api,api,api
4,17,बोद्धव्यम्,should be known,जानना चाहिये,6,1,boddhavyam,boddhavyam,boddhavyam
4,17,बोद्धव्यम्,should be known,जानना चाहिये,8,2,boddhavyam,boddhavyam,boddhavyam
4,17,च,and,और,5,2,ca,ca,ca
4,17,विकर्मणः,of the forbidden action,विकर्मका (तत्त्व भी),9,2,vikarmaṇaḥ,vikarmaNaH,vikarmaNaH
4,17,अकर्मणः,of inaction,अकर्मका (तत्त्व भी),7,3,akarmaṇaḥ,akarmaNaH,akarmaNaH
4,17,च,and,तथा,10,3,ca,ca,ca
4,17,बोद्धव्यम्,should be known,जानना चाहिये;,2,3,boddhavyam,boddhavyam,boddhavyam
4,17,गहना,deep,गहन है अर्थात् समझनेमें बड़ी कठिन है।,12,4,gahanā,gahanA,gahanA
4,17,कर्मणः,of action,कर्मोंकी,13,4,karmaṇaḥ,karmaNaH,karmaNaH
4,17,गतिः,the path,गति,11,4,gatiḥ,gatiH,gatiH
4,18,कर्मणि,in action,कर्ममें,3,1,karmaṇi,karmaNi,karmaNi
4,18,अकर्म,inaction,अकर्म,1,1,akarma,akarma,akarma
4,18,यः,who,जो मनुष्य,2,1,yaḥ,yaH,yaH
4,18,पश्येत्,would see,देखता है,4,1,paśyet,pazyet,pazyet
4,18,अकर्मणि,in inaction,अकर्ममें,6,2,akarmaṇi,akarmaNi,akarmaNi
4,18,च,and,और,8,2,ca,ca,ca
4,18,कर्म,action,"कर्म (देखता है),",5,2,karma,karma,karma
4,18,यः,who,जो,7,2,yaḥ,yaH,yaH
4,18,सः,he,वह,9,3,saḥ,saH,saH
4,18,बुद्धिमान्,wise,"बुद्धिमान् है,",11,3,buddhimān,buddhimAn,buddhimAn
4,18,मनुष्येषु,among men,मनुष्योंमें,10,3,manuṣyeṣu,manuSyeSu,manuSyeSu
4,18,सः,he,वह,12,4,saḥ,saH,saH
4,18,युक्तः,Yogi,योगी है (और),13,4,yuktaḥ,yuktaH,yuktaH
4,18,कृत्स्नकर्मकृत्,performer of all actions,सम्पूर्ण कर्मोंको करनेवाला (कृतकृत्य) है।,14,4,kṛtsnakarmakṛt,kRtsnakarmakRt,kRtsnakarmakRt
4,19,यस्य,whose,जिसके,1,1,yasya,yasya,yasya
4,19,सर्वे,all,सम्पूर्ण,2,1,sarve,sarve,sarve
4,19,समारम्भाः,undertakings,कर्मोंके आरम्भ,3,1,samārambhāḥ,samArambhAH,samArambhAH
4,19,कामसङ्कल्पवर्जिताः,devoid of desires and purposes,संकल्प और वर्जिता: कामनासे रहित हैं (तथा),4,2,kāmasaṅkalpavarjitāḥ,kAmasaGkalpavarjitAH,kAmasaGkalpavarjitAH
4,19,ज्ञानाग्निदग्धकर्माणम्,whose actions have been burnt by the fire of knowledge,जिसके,5,3,jñānāgnidagdhakarmāṇam,jJAnAgnidagdhakarmANam,jJAnAgnidagdhakarmANam
4,19,तम्,him,उसको,6,3,tam,tam,tam
4,19,आहुः,call,कहते हैं।,9,3,āhuḥ,AhuH,AhuH
4,19,पण्डितम्,a sage,पण्डित (बुद्धिमान्),8,3,paṇḍitam,paNDitam,paNDitam
4,19,बुधाः,the wise,ज्ञानिजन (भी),7,4,budhāḥ,budhAH,budhAH
4,20,त्यक्त्वा,having abandoned,त्याग करके,1,1,tyaktvā,tyaktvA,tyaktvA
4,20,कर्मफलासङ्गम्,attachment to the fruits of action,कर्मफलो का सङ्ग,2,1,karmaphalāsaṅgam,karmaphalAsaGgam,karmaphalAsaGgam
4,20,नित्यतृप्तः,even content,"सदा तृप्त है,",4,2,nityatṛptaḥ,nityatRptaH,nityatRptaH
4,20,निराश्रयः,depending on nothing,आश्रयसे  रहित (और),3,2,nirāśrayaḥ,nirAzrayaH,nirAzrayaH
4,20,कर्मणि,in action,कर्मोंमें,12,3,karmaṇi,karmaNi,karmaNi
4,20,अभिप्रवृत्तः,engaged,अच्छी तरह लगा हुआ,5,3,abhipravṛttaḥ,abhipravRttaH,abhipravRttaH
4,20,अपि,even,भी (वास्तवमें),6,4,api,api,api
4,20,न,not,नहीं,7,4,na,na,na
4,20,एव,verily,भी,10,4,eva,eva,eva
4,20,किञ्चित्,anything,कुछ,9,4,kiñcit,kiJcit,kiJcit
4,20,करोति,does,करता।,8,4,karoti,karoti,karoti
4,20,सः,he,वह,11,4,saḥ,saH,saH
4,21,निराशीः,without hope,इच्छारहित (कर्मयोगी),2,1,nirāśīḥ,nirAzIH,nirAzIH
4,21,यतचित्तात्मा,one with the mind and self controlled,"जिसका शरीर और अन्त:करण अच्छी तरहसे वशमें किया हुआ है,",3,1,yatacittātmā,yatacittAtmA,yatacittAtmA
4,21,त्यक्तसर्वपरिग्रहः,having abandoned all covetousness,"जिसने सब प्रकारके  संग्रहका परित्याग कर दिया है, (ऐसा)",1,2,tyaktasarvaparigrahaḥ,tyaktasarvaparigrahaH,tyaktasarvaparigrahaH
4,21,शारीरम्,bodily,शरीर-सम्बन्धी,5,3,śārīram,zArIram,zArIram
4,21,केवलम्,merely,केवल,4,3,kevalam,kevalam,kevalam
4,21,कर्म,action,कर्म,6,3,karma,karma,karma
4,21,कुर्वन्,doing,करता हुआ (भी),7,4,kurvan,kurvan,kurvan
4,21,न,not,नहीं,10,4,na,na,na
4,21,आप्नोति,obtains,प्राप्त होता।,8,4,āpnoti,Apnoti,Apnoti
4,21,किल्बिषम्,sin,पापको,9,4,kilbiṣam,kilbiSam,kilbiSam
4,22,यदृच्छालाभसन्तुष्टः,content with what comes to him without effort,"अपने-आप जो कुछ मिल जाय, उसमें सन्तुष्ट रहता है (और)",1,1,yadṛcchālābhasantuṣṭaḥ,yadRcchAlAbhasantuSTaH,yadRcchAlAbhasantuSTaH
4,22,द्वन्द्वातीतः,"free from the pairs of,opposites",द्वन्द्वोंसे रहित (तथा),3,2,dvandvātītaḥ,dvandvAtItaH,dvandvAtItaH
4,22,विमत्सरः,free from envy,"(जो) ईष्र्यासे रहित,",2,2,vimatsaraḥ,vimatsaraH,vimatsaraH
4,22,समः,evenminded,"सम है, (वह)",5,3,samaḥ,samaH,samaH
4,22,सिद्धौ,in success,सिद्धि,7,3,siddhau,siddhau,siddhau
4,22,असिद्धौ,in failure,असिद्धिमें,6,3,asiddhau,asiddhau,asiddhau
4,22,च,and,और,4,3,ca,ca,ca
4,22,कृत्वा,acting,(कर्म) करते हुए,8,4,kṛtvā,kRtvA,kRtvA
4,22,अपि,even,भी (उससे),9,4,api,api,api
4,22,न,not,नहीं,10,4,na,na,na
4,22,निबध्यते,is bound,बँधता।,11,4,nibadhyate,nibadhyate,nibadhyate
4,23,गतसङ्गस्य,one who is devoid of attachment,"जिसकी आसक्ति सर्वथा मिट गयी है,",1,1,gatasaṅgasya,gatasaGgasya,gatasaGgasya
4,23,मुक्तस्य,of the liberated,"जो मुक्त हो गया है,",2,1,muktasya,muktasya,muktasya
4,23,ज्ञानावस्थितचेतसः,whose mind is established in knowledge,"जिसकी बुद्धि स्वरूपके ज्ञानमें स्थित है, (ऐसे केवल)",3,2,jñānāvasthitacetasaḥ,jJAnAvasthitacetasaH,jJAnAvasthitacetasaH
4,23,यज्ञाय,for sacrifice,यज्ञके लिये,4,3,yajñāya,yajJAya,yajJAya
4,23,आचरतः,acting,कर्म करनेवाले मनुष्यके,5,3,ācarataḥ,AcarataH,AcarataH
4,23,कर्म,action,कर्म,7,3,karma,karma,karma
4,23,समग्रम्,whole,सम्पूर्ण,6,4,samagram,samagram,samagram
4,23,प्रविलीयते,is dissolved,नष्ट हो जाते हैं।,8,4,pravilīyate,pravilIyate,pravilIyate
4,24,ब्रह्म,Brahman,"ब्रह्म है,",2,1,brahma,brahma,brahma
4,24,अर्पणम्,the oblation,"अर्पण अर्थात् जिससे  अर्पण किया जाय, वे स्रुक्, स्रुवा आदि पात्र (भी)",1,1,arpaṇam,arpaNam,arpaNam
4,24,ब्रह्म,Brahman,ब्रह्म है (और),4,1,brahma,brahma,brahma
4,24,हविः,the clarified butter,"हव्य पदार्थ (तिल, जौ, घी आदि) (भी)",3,1,haviḥ,haviH,haviH
4,24,ब्रह्माग्नौ,in the fire of Brahman,ब्रह्मरूप अग्निमें,6,2,brahmāgnau,brahmAgnau,brahmAgnau
4,24,ब्रह्मणा,by Brahman,ब्रह्मरूप कर्ताके द्वारा,5,2,brahmaṇā,brahmaNA,brahmaNA
4,24,हुतम्,is offered,"आहुति देनारूप क्रिया (भी ब्रह्म है),",7,2,hutam,hutam,hutam
4,24,ब्रह्म,Brahman,ब्रह्म,12,3,brahma,brahma,brahma
4,24,एव,only,ही है।,10,3,eva,eva,eva
4,24,तेन,by him,उसके द्वारा,11,3,tena,tena,tena
4,24,गन्तव्यम्,shall be reached,प्राप्त करनेयोग्य (फल भी),8,3,gantavyam,gantavyam,gantavyam
4,24,ब्रह्मकर्मसमाधिना,by the man who is absorbed in action which is Brahman,"(ऐसे यज्ञको करनेवाले) जिस मनुष्यकी ब्रह्ममें ही कर्म-समाधि हो गयी है,",9,4,brahmakarmasamādhinā,brahmakarmasamAdhinA,brahmakarmasamAdhinA
4,25,दैवम्,pertaining to Devas,दैव (भगवदर्पणरूप),3,1,daivam,daivam,daivam
4,25,एव,only,ही,5,1,eva,eva,eva
4,25,अपरे,some,अन्य,1,1,apare,apare,apare
4,25,यज्ञम्,sacrifice,यज्ञका,4,1,yajñam,yajJam,yajJam
4,25,योगिनः,Yogis,योगीलोग,2,2,yoginaḥ,yoginaH,yoginaH
4,25,पर्युपासते,perform,अनुष्ठान करते हैं (और),6,2,paryupāsate,paryupAsate,paryupAsate
4,25,ब्रह्माग्नौ,in the fire of Brahman,ब्रह्मरूप अग्निमें,8,3,brahmāgnau,brahmAgnau,brahmAgnau
4,25,अपरे,others,दूसरे (योगीलोग),7,3,apare,apare,apare
4,25,यज्ञम्,sacrifice,(जीवात्मारूप) यज्ञका,10,3,yajñam,yajJam,yajJam
4,25,यज्ञेन,by sacrifice,(विचाररूप) यज्ञके द्वारा,11,4,yajñena,yajJena,yajJena
4,25,एव,verily,ही,9,4,eva,eva,eva
4,25,उपजुह्वति,offer as sacrifice,हवन करते हैं।,12,4,upajuhvati,upajuhvati,upajuhvati
4,26,श्रोत्रादीनि,organ of hearing and,श्रोत्रादि,3,1,śrotrādīni,zrotrAdIni,zrotrAdIni
4,26,इन्द्रियाणि,other senses,समस्त इन्द्रियोंका,1,1,indriyāṇi,indriyANi,indriyANi
4,26,अन्ये,others,अन्य (योगीलोग),2,1,anye,anye,anye
4,26,संयमाग्निषु,in the fire of restraint,संयमरूप अग्नियोंमें,4,2,saṃyamāgniṣu,saMyamAgniSu,saMyamAgniSu
4,26,जुह्वति,sacrifice,हवन किया करते हैं (और),5,2,juhvati,juhvati,juhvati
4,26,शब्दादीन्,"such as sound,  etc",शब्दादि,8,3,śabdādīn,zabdAdIn,zabdAdIn
4,26,विषयान्,senseobjects,विषयोंका,6,3,viṣayān,viSayAn,viSayAn
4,26,अन्ये,others,दूसरे (योगीलोग),7,3,anye,anye,anye
4,26,इन्द्रियाग्निषु,in the fire of the senses,इन्द्रियरूप अग्नियोंमें,9,4,indriyāgniṣu,indriyAgniSu,indriyAgniSu
4,26,जुह्वति,sacrifice,हवन किया करते हैं।,10,4,juhvati,juhvati,juhvati
4,27,सर्वाणि,all,सम्पूर्ण,5,1,sarvāṇi,sarvANi,sarvANi
4,27,इन्द्रियकर्माणि,functions of the senses,इन्द्रियोंकी क्रियाओंको,1,1,indriyakarmāṇi,indriyakarmANi,indriyakarmANi
4,27,प्राणकर्माणि,functions of the breath (vital energy),प्राणोंकी क्रियाओंको,2,2,prāṇakarmāṇi,prANakarmANi,prANakarmANi
4,27,च,and,और,4,2,ca,ca,ca
4,27,अपरे,other,अन्य (योगीलोग),3,2,apare,apare,apare
4,27,आत्मसंयमयोगाग्नौ,in the fire of the Yoga of selfrestraitn,आत्मसंयम- योग (समाधियोग) रूप अग्निमें,8,3,ātmasaṃyamayogāgnau,AtmasaMyamayogAgnau,AtmasaMyamayogAgnau
4,27,जुह्वति,sacrifice,हवन किया करते हैं।,6,4,juhvati,juhvati,juhvati
4,27,ज्ञानदीपिते,kindled by knowledge,ज्ञानसे प्रकाशित,7,4,jñānadīpite,jJAnadIpite,jJAnadIpite
4,28,द्रव्ययज्ञाः,those who offer wealth as sacrifice,द्रव्यमय यज्ञ करनेवाले हैं,5,1,dravyayajñāḥ,dravyayajJAH,dravyayajJAH
4,28,तपोयज्ञाः,those who offer austerity as sacrifice,(और कितने ही) तपोयज्ञ करनेवाले हैं,9,1,tapoyajñāḥ,tapoyajJAH,tapoyajJAH
4,28,योगयज्ञाः,those who offer Yoga as sacrifice,योगयज्ञ करनेवाले हैं,8,2,yogayajñāḥ,yogayajJAH,yogayajJAH
4,28,तथा,thus,और (दूसरे कितने ही),1,2,tathā,tathA,tathA
4,28,अपरे,others,दूसरे (कितने ही),2,2,apare,apare,apare
4,28,स्वाध्यायज्ञानयज्ञाः,those who offer study and knowledge as sacrifice,स्वाध्यायरूप ज्ञानयज्ञ करनेवाले हैं।,4,3,svādhyāyajñānayajñāḥ,svAdhyAyajJAnayajJAH,svAdhyAyajJAnayajJAH
4,28,च,and,तथा (कितने ही),3,3,ca,ca,ca
4,28,यतयः,ascetics or anchorites (persons of selfrestraint),प्रयत्नशील साधक,7,4,yatayaḥ,yatayaH,yatayaH
4,28,संशितव्रताः,persons of rigid vows,तीक्ष्ण व्रत करनेवाले,6,4,saṃśitavratāḥ,saMzitavratAH,saMzitavratAH
4,29,अपाने,in the outgoing breath,अपानमें,7,1,apāne,apAne,apAne
4,29,जुह्वति,sacrifice,हवन (रेचक) करते हैं;,10,1,juhvati,juhvati,juhvati
4,29,प्राणम्,incoming breath,प्राणका (पूरक करके),11,1,prāṇam,prANam,prANam
4,29,प्राणे,in the incoming breath,(फिर) प्राणमें,1,2,prāṇe,prANe,prANe
4,29,अपानम्,outgoing breath,अपानका,3,2,apānam,apAnam,apAnam
4,29,तथा,thus,तथा,8,2,tathā,tathA,tathA
4,29,अपरे,others,दूसरे (कितने ही),9,2,apare,apare,apare
4,29,प्राणापानगती,courses of the outgoing and incoming breaths,प्राण और अपानकी गति,4,3,prāṇāpānagatī,prANApAnagatI,prANApAnagatI
4,29,रुद्ध्वा,restraining,रोककर (कुम्भक करके),5,3,ruddhvā,ruddhvA,ruddhvA
4,29,प्राणायाम,the restraint of breath,प्राणायामके,2,4,prāṇāyāma,prANAyAma,prANAyAma
4,29,परायणाः,solely absorbed in,परायण हुए (योगीलोग),6,4,parāyaṇāḥ,parAyaNAH,parAyaNAH
4,30,अपरे,other persons,अन्य (कितने ही),1,1,apare,apare,apare
4,30,नियताहाराः,of regulated food,नियमित आहार करनेवाले,2,1,niyatāhārāḥ,niyatAhArAH,niyatAhArAH
4,30,प्राणान्,lifreaths,प्राणोंका,3,2,prāṇān,prANAn,prANAn
4,30,प्राणेषु,in the lifreaths,प्राणोंमें,4,2,prāṇeṣu,prANeSu,prANeSu
4,30,जुह्वति,sacrifice,हवन किया करते हैं।,5,2,juhvati,juhvati,juhvati
4,30,सर्वे,all,सभी (साधक),8,3,sarve,sarve,sarve
4,30,अपि,also,के (सभी),6,3,api,api,api
4,30,एते,these,ये,7,3,ete,ete,ete
4,30,यज्ञविदः,knowers of sacrifice,यज्ञोंको जाननेवाले हैं।,10,3,yajñavidaḥ,yajJavidaH,yajJavidaH
4,30,यज्ञक्षपित,by sacrifice,यज्ञों द्वारा,11,4,yajñakṣapita,yajJakSapita,yajJakSapita
4,30,कल्मषाः,whose sins are destroyed,पापोंका नाश करनेवाले (और),9,4,kalmaṣāḥ,kalmaSAH,kalmaSAH
4,31,यज्ञशिष्टा,the remnants of the sacrifice,यज्ञसे बचे हुए,13,1,yajñaśiṣṭā,yajJaziSTA,yajJaziSTA
4,31,मृतभुजः,eaters of the nectar,अमृतका अनुभव करनेवाले,1,1,mṛtabhujaḥ,mRtabhujaH,mRtabhujaH
4,31,यान्ति,go,प्राप्त होते हैं।,2,2,yānti,yAnti,yAnti
4,31,ब्रह्म,Brahman,परब्रह्म परमात्माको,5,2,brahma,brahma,brahma
4,31,सनातनम्,eternal,सनातन,4,2,sanātanam,sanAtanam,sanAtanam
4,31,न,not,(सुखदायक) नहीं,3,3,na,na,na
4,31,अयम्,this,यह,10,3,ayam,ayam,ayam
4,31,लोकः,world,मनुष्यलोक (भी),7,3,lokaḥ,lokaH,lokaH
4,31,अस्ति,is,"है,",8,3,asti,asti,asti
4,31,अयज्ञस्य,of the nonsacrificer,यज्ञ न करनेवाले मनुष्यके लिये,6,3,ayajñasya,ayajJasya,ayajJasya
4,31,कुतः,how,कैसे (सुखदायक होगा)?,9,4,kutaḥ,kutaH,kutaH
4,31,अन्यः,other,(फिर) परलोक,12,4,anyaḥ,anyaH,anyaH
4,31,कुरुसत्तम,O best of the Kurus,हे कुरुवंशियोंमें श्रेष्ठ अर्जुन!,11,4,kurusattama,kurusattama,kurusattama
